,artist_name,song_name,lyrics
169,성시경,너는 나의 봄이다,"어쩌자고 난 널 알아봤을까
또 어쩌자고 난 너에게 다가갔을까
떠날 수도 없는 이젠
너를 뒤에 두고 걸어도
보이는 것은 니 모습뿐인걸
언젠가 니가 했던 아픈 말
서로를 만나지 않았다면
덜 힘들었을까 너는
울고 있다 참고 있다
고갤 든다 아프게 웃는다
노을빛 웃음 온 세상 물들이고 있다
보고 싶다 안고 싶다
니 곁에 있고 싶다 아파도
너의 곁에 잠들고 싶다
처음 그 날부터 뒷걸음질 친 너
또 처음 그 날부터 이별을 떠올렸던 나
널 너무 갖고 싶어도
외면할수 없었던 것들
차가운 세상 서글픈 계산들
아무리 조심해도 애써도
아무리 아닌 척 밀어내도
이미 난 니가 좋아
보고싶다 달려간다
등 두드린다 넌 놀라 웃는다
동그란 웃음 온세상 다 어루 만진다
울지마라 가지마라
이제는 머물러라 내곁에
넌 따뜻한 나의 봄인걸
아직 망설이는 니 마음앞에
그래도 멈추지 못할 내 마음
내겐 남은 두려움 너를 안고 안아
내품이 편해질 때 까지
울고있다 참고있다
고갤 든다 아프게 웃는다
노을빛 웃음 온세상 물들이고 있다
울지마라 가지마라
이제는 머물러라 내곁에
넌 따뜻한 나의 봄인걸
마침내 만나게 된
너는 나의 따뜻한 봄이다"
170,토이,좋은 사람 (Feat. 김형중),"오늘은 무슨일 인거니
울었던 얼굴 같은걸
그가 너의 마음을 아프게 했니
나에겐 세상 젤 소중한 너인데
자판기 커피를 내밀어
그 속에 감춰온 내 맘을 담아
고마워 오빤 너무 좋은 사람이야
그 한마디에 난 웃을뿐
혹시 넌 기억하고 있을까
내 친구 학교 앞에 놀러왔던 날
우리들 연인같다 장난쳤을 때
넌 웃었고 난 밤 지새웠지
네가 웃으면 나도 좋아
넌 장난이라 해도
널 기다렸던 날 널 보고 싶던 밤
내겐 벅찬 행복 가득한데
나는 혼자여도 괜찮아
널 볼 수만 있다면
늘 너의 뒤에서 늘 널 바라보는
그게 내가 가진 몫인것만 같아
친구들 지겹다 말하지
늘 같은 노랠 부르는 나에게
하지만 그게 바로 내 마음인걸
그대 먼곳만 보네요
혹시 넌 그날 내 맘을 알까
우리들 아는 친구 모두 모인 밤
술취한 널 데리러 온 그를 내게
인사시켰던 나의 생일 날
네가 좋으면 나도 좋아
네 옆에 그를 보며
나완 너무 다른 난 초라해지는
그에게 널 부탁한다는 말 밖에
널 울리는 사람과
위로 밖에 못하는 나
네가 웃으면 나도 좋아
넌 장난이라 해도
널 기다렸던 날 널 보고 싶던 밤
내겐 벅찬 행복 가득한데
나는 혼자여도 괜찮아
널 볼수만 있다면 나
늘 너의 뒤에서 늘 널 바라보는
그게 내가 가진 몫인것만 같아"
171,10CM,pet,"하루 종일 그대가 집에 오기만
무릎 꿇고 얌전히 기다렸다가
초인종이 울리면 문 앞에 앉아
반갑다 꼬리를 흔들 거야
누가 봐도 못되게 굴어 왔지만
오늘부턴 착하게 지내 볼 거야
다른 곳은 절대로 쳐다 보지마
온종일 너만 기다리니까
그대 없인 아무것도
못해내는 바보지
혼자 남은 30초를
못 견디고 아프지
그대 없인 삼시세끼
못 먹지 굶어 죽지
나를 혼자 남겨 두지마
나를 방치 하지마
날 묶어줘 보채고 혼내줘
너의 강아지처럼 길들여줘
네 침대에 네 품에 재워줘
24시간을 구속해줘
어딜 갔다 이제와 지금 몇 시야
혼자 있는 내 생각 안 하는 거야
잠이 안 온단 말야 옆에 있어줘
꼭 붙어 있어줘 밤새도록
내가 먼저 눈을 뜨고
굳이 너를 깨우지
하루 종일 정신 없이
네 주변을 맴돌지
근데 네가 원한다면
얌전히 있어 줄게
나를 혼자 남겨 두진 마
나를 방치 하지마
날 묶어줘 보채고 혼내줘
너의 강아지처럼 길들여줘
네 침대에 네 품에 재워줘
24시간을 구속해줘
혼자 남겨 두지마
나를 방치하지마
날 묶어줘 보채고 혼내줘
너의 강아지처럼 길들여줘
네 침대에 네 품에 재워줘
24시간을 구속해줘
또 어딜 가게 이 밤에
나 외롭단 말야
그럼 나도 데리고 가
나 무섭단 말야"
172,Colde (콜드),와르르 ♥,"가만 보면 너는 진짜 너무해
때론 날 무심하게 내팽게 친 채
불안함이란 벌을 내려줘
그럴 때면 난 길을 잃은 강아지가 돼
고개를 푹 숙인 채 걷네
그냥 난 네 품에 안겨있고 싶은데
날이 선 너의 말들에 찔려서
피가 났어 난
근데 걱정은커녕
혼자 낫는 법을 너는 알려줘
그러다가도 헷갈리게
가끔은 예쁨을 내게 줘
그럴 때면 나는 어떻게 해야 될지
몰라
난 와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야
Baby
와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야
분명히 나는 얘기했어
그 날 너에게 사랑을 말할 때
어떤 순간들이 우리를 찾아와도
흔들리지 않기로 해
근데 넌 파도를 타듯 ay
내 맘을 마구 휘젓네 ay
나 가라앉지 않게 구명조끼라도 줘
사랑은 나를 시험해
난 밀린 숙제 검사를 맡네
도저히 못 풀겠을 땐
그냥 너가 좀 알려줘 yeah
정답을 알게됐을 땐
환한 미소를 내게 줘
나를 정신 못 차리게
만들어줘
난 와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야
Baby
와르르
무너지고 말아
나의 맘은
와르르
내게 이러지마 baby
너 없는 하루는
상상하기 조차 싫은 걸
아무것도 할 수 없을 걸
난 바보가 돼버릴거야"
173,지코 (ZICO),SoulMate (Feat. 아이유),"젊음의 한복판에서
두 남녀가 사는 작은 섬
네 기분이 여기 날씨고
새빨간 열매가 열렸어
조금 낯설었던 맞은편
이제 내가 제일 아끼는 곳
나오기 싫은 이부자리 같아
대체
왜 너여야만 했는지
매일 다른 이유를 말해줄게
형체를 알아보지 못해도
테두리를 함께 그릴 사람
오래 기다렸지
안녕 나의 소울메이트
모든 게 너다워졌어
투명한 매듭에 묶여
한시도 이곳을 못 떠나
Stuck with each other
큰 소파에 누워 스푼 하나로
장난치며 먹는 아이스크림
손을 포개고
춤을 춰 낮부터 아무런 반주 없이
말풍선이 가득한 둘만의 파티
숨 쉴 때마다 향이 날 수 있어
잠에서 깨는 일도 신날 수 있어
일어나지 않은 일로 질투 날 수 있어
티격태격할 때 많지만
It’s fine
These day
각자의 시계를 꺼낸 채
아낌없이 모래알 쏟네 yeah
평생 근사한 날만 준대도
우리한테 돌아갈 마음뿐이야
오래 기다렸지
안녕 나의 소울메이트
모든 게 너다워졌어
투명한 매듭에 묶여
한시도 이곳을 못 떠나
Love is the true art
표현력이 갈수록 늘어나
넌 날 글 짓고 그림 그리게 해
만나는 순간
어딘가로 계속 여행 다니는 느낌
Oh I’ll stay by your side
오래 기다렸지
안녕 나의 소울메이트
모든 게 너다워졌어
투명한 매듭에 묶여
한시도 이곳을 못 떠나"
174,Apink (에이핑크),Mr. Chu (On Stage),"한번 보면 두 번 더 보고 싶어
두번 세번 보면 너를 더 안고 싶어
너와 커플링 커플링 손에 끼고서
함께 이 길을 걷고 싶어 난
매일 매일 봐도 난 더 좋아져
두번 세번 나의 볼을 꼬집어 봐도
마치 Dreaming Dreaming
꿈을 꾸는 듯
생각만 해도 난 미소가
Mr. Chu
입술 위에 Chu
달콤하게 Chu
온몸에 난 힘이 풀려
내 맘 흔들 흔들어 날 흔들어놔요
I'm falling falling for your love
Hey you 입술 위에 Chu
Everyday with you
널 보면 내 눈이 감겨
몰래 살짝 다가와 또 키스해줄래
내 꿈결 같은 넌 나만의 Mr. Chu
부드러운 감촉 잊을 수 없어
화끈거리는 내 얼굴 빨개지는 걸
It's so lovely lovely
사랑스러워
난 네가 자꾸만 좋아져
Mr. Chu
입술 위에 Chu
달콤하게 Chu
온몸에 난 힘이 풀려
내 맘 흔들 흔들어 날 흔들어놔요
I'm falling falling for your love
Hey you 입술 위에 Chu
Everyday with you
널 보면 내 눈이 감겨
몰래 살짝 다가와 또 키스해줄래
내 꿈결 같은 넌 나만의
내 소원을 들어줘요
영원한 사랑 이뤄주길
짜릿짜릿한 느낌
절대 맘 변하지 않기
평생 나만 바라봐줘 baby
Mr. Chu
입술 위에 Chu
달콤하게 Chu
온몸에 난 힘이 풀려
내 맘 흔들 흔들어 날 흔들어놔요
I'm falling falling for your love
Hey you 입술 위에 Chu
Everyday with you
널 보면 내 눈이 감겨
몰래 살짝 다가와 또 키스해줄래
내 꿈결 같은 넌 나만의 Mr. Chu"
175,죠지,좋아해.. (바른연애 길잡이 X 죠지),"용기 내어보려 노력했는데
왜 네 앞에서는 다 어색해지고
꽤 자연스럽던 내 인사마저도
마음대로 되지가 않아
그저 웃어주는 널 바라보면
아무 이유 없이 행복해져
늘 서툴렀었던 내 못난 표현에도
따뜻하게 안아주었어
널 좋아한다 말하고
집에 돌아가는 길에
너의 얼굴이 자꾸 떠올라
나도 몰래 설레였어
누구보다 널 위해 많이 노력하고 있어
뒤돌아보면 언제나 그랬듯
서있을 거야
우리 잠시라도 마주칠 때면
괜히 너의 눈을 피하게 돼
잘 몰랐었던 너의 작은 오해에도
하루 종일 고민했었어
널 좋아한다 말하고 집에 돌아가는 길에
너의 얼굴이 자꾸 떠올라
나도 몰래 설레였어
누구보다 널 위해 많이 노력하고 있어
뒤돌아보면 언제나 그랬듯
서있을 거야
아마도 많이 달라졌었겠지
네가 없었다면 나는 지금 어땠을까
우리 조금 달랐을까
좋아한다 말하고 집에 돌아가는 길에
너의 얼굴이 자꾸 떠올라
나도 몰래 설레였어
누구보다 널 위해 많이 노력하고 있어
뒤돌아보면 언제나 그랬듯
서있을 거야"
176,DEAN,넘어와 (Feat. 백예린),"이런 야심한 밤
그런 걱정을 왜 해
물어볼 뿐이야
오해는 왜 해
TV 드라마로 끝내기엔
저 달이 너무 밝아서
So I just wanna talk
about you and me yeah
밤하늘 위 잠긴 목소리로
차가워 진 폰을
밤새 달궈 oh no
별 말을 안 해도
훌쩍 지나있는
시간 속에 올라타있어
Am I crazy
yeah maybe
뭘까 어딜까
막 이쁘진 않은데
자꾸만 눈이 가
날 못 살게 구는 게
나도 어지러워 도와줘
밖은 어두워져
Don't you want my love
시계 초 소리만 더 커져
거기 멈춰 넘어와
그쯤에서 하고 넘어와
oh baby 넘어와
이 밤을 건너 넘어와
oh baby
달처럼 마음도 기우네
할 말은 떨어지고
그 사이를 비집고
정적이 틈을 채우네
밤 새 오늘을 기다렸는데
네 앞에만 서면
난 왜 이리 작아지는지
Oh 왜
길거리 위를
끝없이 서성이며
차가워 진 손을
밤새 달궈 oh no
어제처럼 그제처럼
집에 돌아가기엔
I’m so crazy
yeah maybe
뭘까 어딜까
막 이쁘진 않은데
자꾸만 눈이 가
날 못 살게 구는 게
나도 어지러워 도와줘
밖은 어두워져
Don't you want my love
시계 초 소리만 더 커져
너와 나 사이
결론은 없는데
널 보면 이렇게
전부 알 것 같은 게
나도 힘들어 날 도와줘
oh let me into your heart
시계 초 소리만 더 커져
바로 그 순간 넘어와
네가 내 쪽으로 넘어와
What should I do baby
넘어와
내 맘 속으로
넘어와"
177,버스커 버스커,꽃송이가,"배드민턴 치자고 꼬셔
커피 한 잔 하자고 불러
동네 한 번 걷자고 꼬셔
넌 한 번도 그래
안 된다는 말이 없었지
꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야
맛있는 거 먹자고 꼬셔
영화 보러 가자고 불러
단대 호수 걷자고 꼬셔
넌 한 번도 그래
안 된다는 말이 없었지
꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야
좋아 좋아 하모니카 솔로
꽃송이가 꽃송이가 꽃송이가
그래 그래 피었네
꽃송이가 꽃송이가
그 꽃 한 송이가
그래 그래 피었구나
거리에 사람들 수많은 사람들
그 길에 사람들
그래 나는 네게
얼마만큼 특별한 건지
그게 어려운 거야
그게 어려운 거라
그게 어려운 거야"
178,성시경,너에게,"너의 말들을 웃어 넘기는
나의 마음을
너는 모르겠지 너의 모든 걸
좋아하지만 지금 나에겐
두려움이 앞서
너무 많은 생각들이
너를 가로 막고는 있지만
날 보고 웃어주는 네가
그냥 고마울 뿐이야
너는 아직 순수한 마음이
너무 예쁘게 남았어
하지만 나는 왜 그런지
모두가 어려운걸
세상은 분명히 변하겠지
우리의 생각들도 달라지겠지
생각해 봐
어려운 일 뿐이지 나에게 보내는
따뜻한 시선을 때로는 외면하고
얼굴을 돌리는 걸 넌 느끼니
너를 싫어해서가 아니야
너를 만난 후 언젠가부터
나의 마음속엔 근심이 생겼지
네가 좋아진 그 다음부터
널 생각하면 깊은 한숨뿐만
사랑스런 너의 눈을 보면
내 맘은 편안해지고
네 손을 잡고 있을 때면
난 이런 꿈을 꾸기도 했어
나의 뺨에 네가 키스할 땐
온 세상이 내 것 같아
이대로 너를 안고 싶어
하지만 세상에는
아직도 너무 많은 일이
네 앞에 버티고 있잖아
생각해 봐 어려운 일 뿐이지
네가 접하게 되는
새로운 생활들과
모두가 너에게 시선을
돌리게 될 것을 알 수 있니
너는 이런 내 마음을 아는지
조그마한 너의 마음
다치게 하긴 싫어
이러는 것 뿐이지
어른들은 항상 내게 말하지
넌 아직도 모르고 있는 일이
더 많다고
네 순수한 마음만
변치 않길 바래"
179,에릭남 (Eric Nam),봄인가 봐 (Spring Love),"눈꽃이 내린 버스 정류장에
날 데려다주다
꼭 내 손을 잡는 너 때문에
나 놀랐어
아주 오래전부터 숨겼던
내 맘이 들킨 걸까
부는 바람에 실린 우리에게 번진
This is love
내 마음에 내려와 사뿐히 내려와
네 어깨 위에도 벌써 내린 그 이름
봄인가 봐
우리 잡은 손 틈 사이
얇아진 외투 사이
어느새 스며들어 우릴 변화시킨
봄이 왔나 봐
첨엔 그랬어 편한 친구
혹 동생 같았어
치마를 입고 꾸민 모습에도
놀라지 않았어
뭐가 우릴 지금
이렇게 바꿔 놓은 걸까
Maybe it’s crazy
Can I call you my baby Yeah
내 마음에 내려와 사뿐히 내려와
네 어깨 위에도 벌써 내린 그 이름
봄인가 봐
우리 잡은 손 틈 사이
얇아진 외투 사이
어느새 스며들어 우릴 변화시켜 Oh
우리 서로에 기대어 잠든 벤치
투명한 하늘에 물든
Sweet cherry blossom
늘 이러면 좋겠다 Yeah
우릴 바꾼 그 이름 봄봄봄 봄 Ooh
널 사랑해 너를 사랑해
사랑해 널 Yeah
넌 봄이 돼줘 항상 나는 꽃이 될게
서로를 녹여주고
열리게 해주면 좋겠다
안 보이던 마음과 마음
마주한 시선 사이
겨우내 숨어있던 꽃이 피었나 봐
봄이 왔나 봐"
