,artist_name,song_name,lyrics
1245,플라이 투 더 스카이,그대는 모르죠 (Good-bye),"얘기하지 말아요 미소만 주고 가요
세상 가장 슬픈 말 듣지 않아도 이젠 알아요
꿈결같은 사랑 거둬들일때가 내게도 찾아오네요
아픔을 알게 되겠죠

나는 오직 그대뿐이죠
내안에 이미 그대만 살아요
우린 오늘까지겠지만
이 마음만은 가지고 가세요 Good-bye 


아무일도 아닌듯 그대가 먼저 뒤돌아가요
혼자서 남아 감당할 아쉬움은 내 몫인걸요
시간속 깊이 그대 손길 담긴 소중한 추억을 묻으면
조금은 흐려지겠죠

그대 떠나고 난 빈자리
내 눈물들로 채워야 하지만
우리 사랑했던 그만큼
난 그댈위해 행복을 빌어요 Good-bye

내게 슬픔 주러 다가온 이별을 난 준비 못했죠 


가지 말라고 되뇌는 나를
그대는 모르나요

나는 오직 그대뿐이죠
내안엔 이미 그대만 살아요
우린 오늘까지겠지만
이 마음만은 가지고 가세요 Good-bye

그대 떠나고 난 빈자리
내 눈물들로 채워야 하지만
우리 사랑했던 그만큼
난 그댈 위해 행복을 빌어요 Good-bye"
1246,브라운 아이즈,With Coffee,"Cause you're my love forever
매일 밤의 달콤한 낮은 속삭임
부드러운 커피향 보다
더욱 진하게
Don't be afraid tonight
졸린 눈 부벼 창문을 열면
기대 앉았던 바람 내 머릴 만져
등 뒤에서 너를 안으면
더 행복할 수 없는 걸
바로 지금 여기 시간이 멎어
함께 눈 감아도 멋질거야
같은 시간속을 두 손 잡고
걸어가게 우우우우 우
너만을 바라보고
또 너만을 지키고 너만을 원해
내 가진 것 모두
너만을 줄 수 있다면
내겐 기쁨인 걸
Cause you're my lover so baby
Cause you're my lover
that's what I did
Cause you're my lover so baby
so give me a chance
너를 사랑하긴 힘이 들지만
힘든 그 것 조차 사랑인 걸
내가 살 수 있고 죽는것은
너인 것을 우우우 우우우 우
Cause you're my love forever
매일 밤의 달콤한 낮은 속삭임
부드러운 커피향 보다
더욱 진하게
Don't be afraid tonight
너만의 아주 작은 몸 짓도
지나가는 말도
너 있는 모든 것은 커다란
의미가 되는 걸
Cause you're my love forever
매일 밤의 달콤한 낮은 속삭임
부드러운 커피향 보다
더욱 진하게
Don't be afraid tonight
my love forever
매일 밤의 달콤한 낮은 속삭임
부드러운 커피향 보다
더욱 진하게
Don't be afraid tonight
tonight"
1247,브라운 아이즈,이 노래,"yes I know
내 발을 멈추게 하는 이 노래
내 귀를 붙드는 그 멜로디
니 추억들이 밀려와
내 가슴을 타고 흐르네
어쩌다 우연히 스친 너처럼
반가운 내 안의 그리움
수많은 니가 너 없이 돌아와
but i'm fine 또 다른 난걸
because of my life
고마웠다고 사랑했다고
너의 추억이 되니 이제서야
나 알 것 같아
because of my love
시간이 가도 내 기억 속엔
눈부신 니가 바보같은 내가
늘 함께있어

because of my life
고마웠다고 사랑했다고
너의 추억이 되니 이제서야
나 알 것 같아 girl
because of my love
시간이 가도 내 기억 속엔
눈부신 니가 바보같은 내가
늘 함께있어
넌 되돌이표처럼 또
나와 같은 그리움이 되는 걸
어디 있니 넌 지금
이렇게 멈춰 서 있니 나처럼
because of my life
고마웠다고 사랑했다고
너의 추억이 되니 이제서야
나 알 것 같아 나 알 것 같아
because of my love
시간이 가도 내 기억 속엔
눈부신 니가 바보같은 내가
늘 함께있어
영원히
I pray just for you love
영원히
I pray just for you love
영원히
I pray just for you love
사랑해
I think of you my pretty love
I pray just for you love
I pray just for you love
I pray just for you
love my baby
I think of you my pretty love"
1248,브라운 아이즈,너 때문에,"아무리 힘들어도 웃었어
내 곁을 지켜주던 널 보며
작은 것 하나하나
날 위해서 살아준 너 땜에
너에게 익숙해져 버려서
너 없는 모든것이 낯설어
언제나 함께하며
내손을 꼭 잡아준 너 땜에
다 너 때문에 너 땜에 행복했는데
널 닮은 사람은 세상을 뒤져도
찾을 수가 없잖아
다 너 때문에 너 땜에 난 울잖아
그리워 오늘도 세상을 다 뒤져도
찾을 수가 없는데
난 어떡해
아무리 많은 말을 해봐도
지루한 시간만이 흘러가
따분한 얘기조차
웃어주며 들어준 너 땜에
다 너 때문에 너 땜에 행복했는데
널 닮은 사람은 세상을 뒤져도
찾을수가 없잖아
다 너 때문에 너 땜에 난 울잖아
그리워 오늘도 세상을 다 뒤져도
찾을수가 없는데
난 어떡해

너 때문에

다 너 때문에 너 땜에 행복했는데
널 닮은 사람은 세상을 뒤져도
찾을수가 없잖아
다 너 때문에 너 땜에 난 울잖아
그리워 오늘도 세상을 다 뒤져도
찾을수가 없는데
난 어떡해"
1249,브라운 아이드 소울,Because Of You,"살을 에듯 차가운 오늘이
그때 나의 모습같진 않을까
모질게 널 떠밀던 나의 얼굴이
네게 담길 내 전부일까
한없이 날 감싸준 너인데
나의 편이 되어준 사람인데
무뎌진 내 가슴은
이제 그만 됐다며
애원하며 매달리는 널
차갑게도 밀어냈어
I NEVER KNEW 너의 작은
어깨가 I NEVER KNEW
얼마만큼 소중한 지
다른 사람을 또 만나도
기대어 울어도
너와같진 않다는 걸
그때알지 못했어
BECAUSE OF YOU 사랑을
나 배웠어
BECAUSE OF YOU
사랑인 걸 알았어
내게 너무나도 익숙해
그 의미조차 난 몰랐어
깨달을 때 쯤 이미 멀어진
그 것 사랑이란 걸

헤매는 내 발걸음 저 끝엔
기다리고 있을 넌 없는걸까
내겐 늘 모자랐던
고맙지도 않았던
나를 향한 너의 사랑이
이제와 날 울게해
I NEVER KNEW
너의 작은 어깨가
I NEVER KNEW 얼마만큼
소중한지
다른 사람을 또 만나도
기대어 울어도
너와같진 않다는 걸
그때는 알지 못했어
BECAUSE OF YOU 사랑을
나 배웠어
BECAUSE OF YOU
사랑인 걸 알았어
내게 너무나도 익숙해
그 의미조차
난 몰랐어
바보같은 내 가슴은
니가 떠난 후에야
Ah I can't fall in love
without you Ah 후회해도
니가 없어
Ah I will never
live without you
사랑인 걸 알았어
돌아와"
1250,플라이 투 더 스카이,습관,"도대체 너란 여자는 왜 내게
이렇게도 지독한 습관인지
아무리 끊어내려고 애써도
더 깊이 스며드는 가시처럼
눈이 붓도록 울면서도
끝내 너의 사진을 들여다보는 나
나의 마음 속 깊은 곳에
마치 독처럼 퍼져있는
너의 모습인 걸
너를 생각하면 할수록
맘이 더 아파 오는걸 알아도
나는 끝내 널 잡지 못하고
기억해내고 다시 무너지고
이제는 너 아닌 누구도
사랑할 수 없는 걸
너로 길들여진 내 맘은
미안해 이럴 수 밖에 없는 날
이것밖엔 안되는 날 용서해
마지막 한 네가 남긴 이 말들이
몇 번이고 되돌려 듣고 있어
이렇게라도 네 목소리
들어야만 하루를 버틸
수 있는 걸
그럴때면 또 미칠만큼
너의 모습 다시 떠올라
눈물뿐이지만
너를 생각하면 할수록
맘이 더 아파 오는 걸 알아도
나는 끝내 널 잡지 못하고
기억해내고 다시 무너지고
이제는 너 아닌 누구도
사랑할 수 없는 걸
너로 길들여진 내 맘은
이제는 돌이킬 수 없어
그러기에는 이미 난 늦었어
나의 숨이 멈추기 전에는
끝낼 수 없어 정말 안되겠어
이제는 너 아닌 누구도
사랑할 수 없는 걸
너로 길들여진 내 맘은
이제는 돌이킬 수 없어
그러기에는 이미 난 늦었어
나의 숨이 멈추기 전에는
끝낼 수 없어 정말 안되겠어
이제는 너 아닌 누구도
사랑할 수 없는 걸
너로 길들여진 내 맘은"
1251,박효신,해줄 수 없는 일,"할말이 있어 어려운 얘기
내게 힘겹게 꺼내놓은 네
마지막 얘기
내 곁에 있기엔 너무 닮지 못해서
함께 할 수 있는 건 이별 뿐이라고
아무것도 난 몰랐잖아 너를
힘들게 했다는 게
그런것도 몰랐다는 걸 도무지
난 용서가 안돼
아무것도 넌 모르잖아
나를 차갑게 돌아서도 내일부터
볼 수 없어도
내 안에 넌 달라지는 게 아니란걸
그렇다는걸 너도 알고 있잖아
니가 원하면 무엇이든 다 할
수 있단 걸
해줄 수 없는 건 오직
한 가지 뿐야
너무 사랑하면서 너를
떠나가는 일
아무것도 난 몰랐잖아 너를
힘들게 했다는 게
그런것도 몰랐다는 걸 도무지
난 용서가 안돼
아무것도 넌 모르잖아
나를 차갑게 돌아서도 내일부터
볼 수 없어도
내 안에 넌 달라지는 게 아니란걸
너를 위한 길이라면 그러고 싶어
받아들이려고 해봐도
이별까지는 아무래도
힘들것 같아
니가 없이 살아가는게 나에게는
자신 없으니까
아무말도 못 들은 걸로 아무일도
없었던 걸로
오늘 일만 지워버리면 우리
둘은 달라지는게 없잖아
더 지치게 하는 일 없을테니"
1252,박효신,바보,"너무 모르고 있죠 이미 떠난 사인데
언젠가 올 거란 생각에 마냥 웃고만 있죠
슬픈 상처뿐인데 곁에 있을 거라 믿었죠
걱정돼요 내가 없으면 어느 것 하나도 할 수 없던 사람인데
꼭 한번 만날 수 있다면 아직 남겨진 내 맘 전하고 싶은데
내가 부족한가요 당신을 원한 이유로 이렇게 날 외면하려 하나요
단 한번 사랑을 믿어요 볼 수 있다면 나 웃고 살 수 있는데
허나 다른 사랑 찾아가란 말은 말아요 날 버리진 않겠죠
그럴 리 없잖아요 you
부탁해요 곁에 없어도 몸조심하세요 참 힘겨워 했잖아요
또 다시 만날 수 있다면 아직 남겨진 내 맘 전하고 싶은데
내가 부족한가요 당신을 원한 이유로 이렇게 날 외면하려 하나요
단 한번 사랑을 믿어요 볼 수 있다면 나 웃고 살 수 있는데
허나 다른 사랑 찾아가란 말은 말아요 날 버리진 않겠죠
그럴 리 없잖아요
언젠가 잠시라도 기억 할 수 있다면 난 그걸로 되요

 "
1253,박효신,사랑...그 흔한 말,"내겐 이런일 없을거라 믿고 살았었죠
너무 어리석게도 하루종일 난
멍하니 하늘만 바라보게 됐죠
그렇게 된거죠 나를 놓을순 없을거라
그댈 믿었었죠 정말 바보처럼 난
날이 갈수록 자꾸 그대 모습 떠올라
내눈에 하늘을 담겠죠
그 누구도 그대일 순 없다고
붙잡는 나 너무 어색하겠죠
정말 그 흔한 사랑한단 말조차
해주지 못한 나를 그냥 마음껏 욕해요

그댈 잡지는 않을꺼라 그댄 믿었겠죠
정말 그랬었나요 날이갈수록
자꾸 그대 모습 떠올라 내눈에 하늘을 담겠죠
그 누구도 그대일 순 없다고 붙잡는 나
너무 어색하겠죠 정말 그 흔한 사랑한단 말조차
해주지 못한 나를 그냥 마음껏 욕해요
그렇게 힘들었나요 정말 미안했어요
이미 난 그대 없이는 걸을수도 없죠
정말 잘 할수 있다고 말을 해도
너무 늦은 거겠죠 이제 그 흔한 사랑한단
말조차 할 수 없겠죠
나를 위해 잡은 끈 놓아요
나를 위해 잡은 끈 놓아요"
1254,브라운 아이드 소울,똑같다면,"너 집으로 돌아오는 길

내 생각에 걸음이 무겁다면

아직은 내 맘을 잊지마

늘 우리가 함께 걷던 길

익숙함에 고개를 돌린다면

지금은 우리를 놓지마

마음이 아직 나를 기억해서

추억을 버릴 수 없다면

늦은 밤 슬픈 음악에 아파

잠 못 들고 있다면

내게로 돌아와 아무렇지 않은 듯

내 품에 안겨와 오랫동안 그랬듯

하루도 떠날 수가 없는

나의 맘과 똑같다면



누구를 만나 웃지도 못하고

멍하니 하늘만 본다면

닮은 목소리 스칠 때 마다

가슴이 아프다면

내게로 돌아와 아무렇지 않은 듯

내 품에 안겨와 오랫동안 그랬듯

하루도 떠날 수가 없는

나의 맘과 똑같다면

자꾸만 멀어져가 손에 잡히지 않아

기억이 하나 둘 너를 지워가

더 늦기 전에 너 제발 내 손을 잡아줘

내게로 돌아와 아무렇지 않은 듯

내 품에 안겨와 오랫동안 그랬듯

하루도 떠날 수가 없는

나의 맘과 똑같다면"
1255,브라운 아이드 소울,Anything (Through The Rain),"조금씩 비가 내려와
습관처럼 이 거리에 또 서 있어
아직도 나의 우산에 내 가슴에
니 자린 그대로인데
So I 아직도 널 생각해
아직도 널 사랑해
이젠 잊고 싶은데 내 가슴은
I can't show u my mind
anything anything
But you came in my life
anything anything
Don't you forget my love
anything anything
I see u through the rain
I see u pouring rain
I'll be waiting for you
anything anything
I can do it for love
anything anything
I can show it for love
anything anything
I see u through the rain
I see u pouring rain
Ooh stay with me
내게 돌아와 주길 기도해
Can you stand the rain
So I 아직도 널 기억해
아직도 난 널 원해
너 하나만 사나 봐 내 가슴엔
I can't show u my mind
anything anything
But you came in my life
anything anything
Don't you forget my love
anything anything
I see u through the rain
I see u pouring rain
I'll be waiting for you
anything anything
I can do it for love
anything anything
I can show it for love
anything anything
I see u through the rain
I see u pouring rain
멈출 수 없는 빗줄기처럼
널 향한 나의 그리움
잠시도 멈출 수가 없어
니 곁에 돌아갈 수 있다면
그럴 수만 있다면
내 품에 너를 안고 이젠
두 번 다신 널 놓지 않아
anything anything
But you came in my life
anything anything
Don't you forget my love
anything anything
I see u through the rain
I see u pouring rain
I'll be waiting for you
anything anything
I can do it for love
anything anything
I can show it for love
anything anything
I see u through the rain
I see u pouring rain"
1256,브라운 아이즈,한걸음,"한걸음 두걸음
내게서 멀어져만 가는 널
바라만 보는 걸
어제도 오늘도 그렇게
니 전화만 기다려
한참을 기다려 이젠
여전히 니 맘에 닿지못한
이 노래가 메아리처럼
되돌아와도
나의 노래는
언제나 널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며
노래 부르네
한걸음 뒤에서
멀어지는 널 보며
한걸음 두걸음
조금씩 멀어져만 가는 널
바라만 보는 걸
어제도 오늘도 그렇게
돌아오길 기다려
한참을 기다려 이젠
여전히 니 곁에 가지못한
내 사랑이 메아리처럼
되돌아와도
나의 노래는
언제나 널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며 노래부르네
한걸음 뒤에서
멀어지는 널 보며

이런 날 아는지 무심한 너인데
그래도 오늘도 내 마음 너에게
나의 노래는 언제나
널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며 노래부르네
한걸음 뒤에서
멀어지는 널
나의 노래는 언제나
널 위한 선물
내 맘을 울렸던 그 멜로디
오늘도 그저 웃으며 노래부르네
한걸음 뒤에서
멀어지는 널 보며"
1257,버블 시스터즈,애원,"하루 동안에
몇번이나 울지
희미해져만 가는
그대 때문에
이제 나는 알아요
사랑은 없죠
때로는 나도 몰래
눈물 흘리죠
거짓말처럼 이렇게
시간은 가고
그렇게도 나는
아파했는데
그리움만 남아서
그댈 놓지않고 있어
미어진 가슴은
널 부르는데
돌아와
그대여 내곁에서
그대없인 안돼요
함께했던
그 많은 날들을
잊은건 아닌가요
돌아와 그대곁에 머물러
잠시뿐이라해도
함께했던
수많은 추억을
내게서 지울 수는
없는 걸요

거짓말처럼 이렇게
사랑은 가고
그렇게도 나는
지쳐가는데
눈뜨면 널 찾는 일
습관이 되어버린 걸
원망에 한숨에
헤매이는데
돌아와 그대의 기억들로
난 숨을 쉴 순 없죠
그대 떠난 이 길에
나홀로 멍하니 서있어요
돌아와 그대가 올때까지
난 기도하는 걸요
언제라도
살아갈 이유는
그대뿐이라는 걸
알잖아요
돌아와
그대여 내곁에서
그대없인 안돼요
함께했던
그 많은 날들을
잊은건 아닌가요
돌아와 그대곁에 머물러
잠시뿐이라해도
함께했던
수많은 추억을
내게서 지울수는
없는걸요
그렇게 사랑한걸요
그렇게 사랑한 음-"
1258,럼블피쉬,그대 내게 다시,"그대 내게 다시
돌아오려 하나요
내가 그댈 사랑하는지
알 수 없어 헤매이나요
맨 처음 그 때와
같을 순 없겠지만
겨울이 녹아 봄이 되 듯이
내게 그냥 오면 돼요
헤어졌던 순간을
긴 밤이라 생각해
그댈 향한 내 마음
이렇게도 서성이는데
왜 망설이고 있나요
뒤 돌아 보지 말아요
우리 헤어졌던 날 보다
만날 날이 더욱 서로 많은데
그댄 내게 다시
돌아오려 하나요
지금 이 대로의 모습으로
내게 그냥 오면 되요

맨 처음 그 때와
같을 순 없겠지만
겨울이 녹아 봄이 되 듯이
내게 그냥 오면 돼요
헤어졌던 순간을
긴 밤이라 생각해
그대 향한 내 마음
이렇게도 서성이는데
왜 망설이고 있나요
뒤 돌아 보지 말아요
우리 헤어졌던 날 보다
만날 날이 더욱 서로 많은데
그댄 내게 다시
돌아오려 하나요
지금 이 대로의 모습으로
내게 그냥 오면 되요"
1259,임정희,시계태엽,"I I can wait for you
기다린다고
그 말도 못하고
너 니가 떠난 곳
그 자리에서
계속 서 있어
마치 풀려버린
시계태엽처럼
너를 향해
멈춰진 바늘처럼
계속 녹이슨 채로
이대로 서 있어 난
난 움직이려고
애를 써봐도
멈춰진 채고 워
널 잊으려 해도
지우려 해도
그대로 인걸
마치 풀려버린
시계태엽처럼
너를 향해
멈춰진 바늘처럼
계속 녹이슨 채로
이대로 서 있어 난
마치 풀려버린
시계태엽처럼
너를 향해
멈춰진 바늘처럼
계속 녹이슨 채로
이대로 서 있어 난
I I can wait for you
기다린다고
그 말도 못하고 음"
1260,임정희,나 돌아가,"제발 가지마 붙잡는 널 놔두고

돌아서 여기까지 왔어

힘들었지만 잘한 결정이라

몇 번씩 스스로 되새기면서 걸어갔어

걸어가는데 자꾸 한숨이 나오고

가슴이 점점 답답해져

지금 막 헤어져서 그럴 거라

조금 더 멀어지면 괜찮겠지 했지만

나 나돌아가 다시 너에게로

발걸음을 돌려 지금 가고 있어

깨달았어 멀어지면 멀어질수록

더 아파지는 내 가슴을 보며



걷는데 점점 발이 무거워지고

아픈 건 계속 번져만 가

결국 더 이상 앞으로 갈수가 없어서

널 떠날 수 없단 걸 알았어 그래서

나 나돌아가 다시 너에게로

발걸음을 돌려 지금 가고 있어

깨달았어 멀어지면 멀어질수록

더 아파지는 내 가슴을 보며

이러다 말겠지 좀더가면 다 벗어날 수 있겠지

그런데 가면 갈수록 잊으려고 할수록

내 가슴이 자꾸 뒤를 돌아봐

나 나돌아가 다시 너에게로

발걸음을 돌려 지금 가고 있어

깨달았어 멀어지면 멀어질수록

더 아파지는 내 가슴을 보며

이런 날 아직까지도 넌 기다릴지"
1261,서문탁,사슬,"나에겐 니가 묻어 있어
다신 지울 수 없는 얼룩이 되어 있어
나의 몸 어느 한 구석에도
니가 없는 곳 없어 다신 씻을 수 없어

지금은 내 곁에 있지는 않지만
어떻게 너를 지울수 있어 내 삶에

너라는 감옥에 난 갇혀
그저 울고 있잖아 나올 수가 없잖아
기억의 사슬에 난 묶여
그저 슬퍼하잖아 끊을 수가 없잖아
너와의 기억들을


나에겐 니가 맺혀 있어
다신 떨굴 수 없는 눈물이 되어 있어
가드다란 내 숨결 속에도
니가 숨겨져 있어 다신 뱉을 수 없어

지금은 내 곁에 있지는 않지만
어떻게 너를 지울수 있어 내 삶에

너라는 감옥에 난 갇혀
그저 울고 있잖아 나올 수가 없잖아
기억의 사슬에 난 묶여
그저 슬퍼하잖아 끊을 수가 없잖아

너도 자유롭진 않아 영원히 널
내 머리 속에 항상 가두어둘테니

너라는 감옥에 난 갇혀
그저 울고 있잖아 나올 수가 없잖아
기억의 사슬에 난 묶여
그저 슬퍼하잖아 끊을 수가 없잖아
너와의 기억들을"
1262,서문탁,"사랑, 결코 시들지 않는...","기억해줘 널 사랑한
한 슬픈 영혼이 여기있었다는 걸
이젠 너의 곁을 지킬수 없는 날
죽었다고 생각해
사랑없는 삶 그것과 같을테니

무너지는 날 용서하길 바래
이렇게 너를 잊을 순 없었어
그저 술에 취해 너를 잊어버리는 건
내가 무너져 너를 지우는 것

언젠간 너를 잃고 살아가게 되겠지만
시간이 너를 떠나가게 만들겠지만
나는 그것조차 아플 것 같아
널 잊는 나의 모습이 하지만

기억해줘 널 사랑한
한 슬픈 영혼이 여기 있었다는 걸
이젠 너의 곁을 지킬수 없는 날
죽었다고 생각해
사랑없는 삶 그것과 같을테니

언젠간 너를 잃고 살아가게 되겠지만
시간이 너를 떠나가게 만들겠지만
나는 그것조차 아플 것 같아
널 잊는 나의 모습이 하지만

기억해줘 저 하늘이
너를 되돌려줄 그날 다시온다면
두번 다시는 이렇게 힘없이
너를 잃진 않겠어
나 없는 그 곳 보낼수가 없으니

슬퍼하지마 이별이 아냐
잠시 우리 사랑 쉬고 있을뿐 -

기억해줘 널 사랑한
한 슬픈 영혼이 여기있었다는 걸
이젠 너의 곁을 지킬수 없는 날
죽었다고 생각해
사랑없는 삶 그것과 같을테니

오 나의 마지막 순간이 이보다 더
행복할 순 없으니 그댈 난 사랑해 -"
1263,서문탁,가거라 사랑아,"내 가슴이 물어봐
그는 어디갔냐고
내 가슴이 내게 화를내
그를 잃은거냐고
난 대답하지 이젠 끝난거라고
철없는 투정 다 소용없다고
이대로 보내주라고
이젠 놓아줄께
가거라 사랑아
너와함께였기에
행복했었단 내것이
아닌 내 사랑아
자꾸 토해내도
맘에 쌓이는 너를
잊기는 아프겠지만
아픈것 만큼 사랑한 걸 테니
참고참아도 흐르는
흐르는 흐르는 눈물 삼킬께
내눈물이 울먹여
멈출수가 없다고
내기억이 내게 애원해
지울수가 없다고 오
난 대답하지 어떻게 잊겠냐고
그저 가슴에 그냥 두라고
사랑을 참아 보라고
이젠 놓아줄께 가거라 사랑아
너와 함께였기에
행복했었단 내것이
아닌 내 사랑아
자꾸 토해내도 맘에 쌓이는
너를 잊긴 아프겠지만
아픈것 만큼 사랑한 걸 테니
참고 참아도
흐르는 흐르는 흐르는
또 하루를 살아가면
하루만큼 널 잊겠지
잊은만큼 아파도
사랑에 베인 상처가
쉽게 아물순 없겠지
사랑한 나를 더 아프게
자 이젠 보내줄께
고맙다 사랑아
못난 나를 만나서
미안했었다 내 사랑아닌
내 사랑아
지금 널 보내면
다신 찾진 안을께
너를 잡진 않을께
너와 만났던
이 멋진 기적을
평생을 꿈꿔 죽어도
죽어도 죽어도
잊진않을께"
1264,임정희,사랑아 가지마,"헤어지잔 몹쓸 말 죽어도 듣기 싫은 말
끝내 삼켜주길 바랬어
눈물이 흐를 것만 같아 입술만 자꾸 깨물어
꿈이라면 좋겠어

사랑아 가지마 제발 날 떠나지마
널 부르다 또 가슴이 목메여도
사랑아 울지마 이별을 알았어도
널 사랑할 수 밖에 없었을 나였으니까

눈시울이 뜨겁게 눈물을 참아냈던 거
자존심때문이 아닌 걸
조금만 덜 행복해 할 걸 조금만 덜 사랑할 걸
후회가 난 더 미워

사랑아 가지마 제발 날 떠나지마
널 부르다 또 가슴이 목메여도
사랑아 울지마 이별을 알았어도
널 사랑할 수 밖에 없었을 나였으니까

다시 돌아올거야 떠난 그 길 아니까
니가 오긴 쉽잖아
언제라도 그리우면 참지마
바로 내게 달려오면 돼

추억아 잊지마 이대로 헤어져도
추억은 헤어질 수 없다는 걸
그리울 때마다 너무 아플 때마다
나 웃음으로 눈물 흘리며 널 기다릴게

사랑아 잊지마 세상은 잊더라도
니가 사랑했던 날 -"
1265,에일리(Ailee),보여줄게,"내가 사준 옷을 걸치고
내가 사준 향술 뿌리고
지금쯤 넌 그녈 만나
또 웃고 있겠지
그렇게 좋았던거니
날 버리고 떠날 만큼
얼마나 더 어떻게 더
잘해야 한거니
너를 아무리 지울래도
함께한 날이 얼마인데
지난 시간이 억울해서
자꾸 눈물이 흐르지만
보여줄게 완전히 달라진 나
보여줄게 훨씬 더 예뻐진 나
바보처럼 사랑때문에 떠난
너 때문에 울지 않을래
더 멋진 남잘 만나 꼭 보여줄게
너보다 행복한 나
너 없이도 슬프지 않아
무너지지않아
Boy you gotta be aware
산뜻하게 머릴 바꾸고
정성 들여 화장도 하고
하이힐에 짧은 치마
모두 날 돌아봐
우연히라도 널 만나면
눈이 부시게 웃어주며
놀란 니 모습 뒤로 한 채
또각또각 걸어가려해
보여줄게
완전히 달라진 나
보여줄게
훨씬 더 예뻐진 나
바보처럼 사랑때문에 떠난
너 때문에 울지 않을래
더 멋진 남잘 만나 꼭 보여줄게
너보다 행복한 나
너 없이도 슬프지 않아
무너지지 않아
Boy you gotta be aware
니가 줬던 반질 버리고
니가 썼던 편질 지우고
미련없이 후회없이 잊어줄거야
너를 잊을래 너를 지울래
보여줄게
완전히 달라진 나
보여줄게
훨씬 더 예뻐진 나
바보처럼 사랑때문에 떠난
너 때문에 울지 않을래
더 멋진 남잘 만나
꼭 보여줄게
너보다 행복한 나
너 없이도 슬프지 않아
무너지지 않아
Boy you gotta be aware"
1266,비비 (BIBI),우리가 헤어져야 했던 이유,"Maybe If I
Woke up in the morning
Hearing your voice
Maybe If I was with you
어쩌면 우리 어려웠던 날들
함께 보냈었다면
혹시 우린 어땠을까
The distance between you and me
It never seems to disappear
얼어붙은 나의 말들과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
조금은 다른
기억의 조각들
하지만 꼭 닮은
그리움의 마음들은
Only if you
If you come
The distance between you and me
It never seems to disappear
멈춰버린 우리 추억과 너
만약에 우리 우연히
다시 또 만난다면
만약에 내가 널 위해
조금 달라진다면
우리가 헤어져야만 했던 이유도
I would try try try
안아줄 수 있을까
눈을 뜨면 혹시 니가 서 있을까
어느 날 상상도 했어
한 번도 내게 해주지 않았던 말
그저 너니까 좋은 거라고 oh
Tell me whenever
I’ll be wherever you are
Only if you come"
1267,Stray Kids (스트레이 키즈),Here Always (승민 of Stray Kids),"왠지 어색한
혼자인 하루가
아무도 모르게 속삭이던
너를 부르며 헤매던 밤
눈을 감으면
따스한 온기가
차가운 계절 같았던 내 안에 불어와
천천히 내게
I'm Still here always
멈춰선 모든 순간에
널 그리워 하며 By your side
늘 같은 자리에 By your side
Here always
Stay by me
내곁에 And stay with me
내가 널 부르는
이름이 있다면
빛나는 바다라 할까 아님
나의 세상이라 해야할까
두 눈을 감으면
귓가에 맴도는
아련한 너의 파도가 꿈속에 들어와
가득하게 번져
I'm Still here always
멈춰선 모든 순간에
널 그리워 하며 By your side
늘 같은 자리에 By your side
I Stay here always
선명해지던 내 맘에
조금 더 가까이 By my side
곁에 너의 미소를 담아서
Here always
Always
어느새 다가온
햇살같은 너의
이름을 부를게"
1268,황상준,Mediocre Life (Feat. Pre-holiday),"I was alone
I just couldn’t be found
I want my life to be ordinary
I was alone
I just couldn’t be found
No more
No more
I was alone
I just couldn’t be found
I want my life to be ordinary
I was alone
I just couldn’t be found
No more
No more
I was alone
I just couldn’t be found
I want my life to be ordinary
I was alone
I just couldn’t be found
No more
No more
I was alone
I just couldn’t be found
I want my life to be ordinary
I was alone
I just couldn’t be found
No more
No more
I was alone
I just couldn’t be found
I want my life to be ordinary
I was alone
I just couldn’t be found
No more
No more
I was alone
I just couldn’t be found
I want my life to be ordinary
I was alone
I just couldn’t be found
No more
No more"
1269,커피소년,Focus on me,"나에게 집중해
나에게 귀 기울여봐
세상은 너에게 차갑고 시린
아픔을 줄지도 몰라
하루 살아내기가 힘겨울지도 몰라
그땐 내 말을 기억해
넌 혼자가 아냐
나에게 집중해
나에게 귀 기울여봐
세상은 너를 몰라도
결국 너는 환하게 빛날 테니
너의 길을 가렴 절대 초라해지지 마
항상 니 곁에 있을게
나를 잊지 마
Focus on me
Oh Hear my voice
Lean on my shoulder
내게 기대도 돼
잊지 마 널 응원할 한사람
Focus on me
Oh Here I am
I will always be your side
작은 내 소리 들린다면
더 큰 걸음으로 나아가
Focus on me
Oh Hear my voice
Lean on my shoulder
내게 기대도 돼
잊지 마 널 응원할 한사람
Focus on me
Oh Here I am
I will always be your side
작은 내 소리 들린다면
더 큰 걸음으로 나아가
오 오 오
작은 내 소리 들린다면
더 큰 걸음으로 나아가"
